author,authorURL,name,url,previewExcerpt,type,producer,productImage,date
Gserper,https://www.chess.com/member/gserper,"The Art of Doing Nothing, Part Two",https://www.chess.com/article/view/the-art-of-doing-nothing-part-two,"
                  In last week's article, we started an analysis of a bizarre game I played ten years ago in the U.S. Championship. The key moment happened around move 15 when, quoting the ChessBase article, Serper ""started moving his bishop back and forth between ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/15114.9781ce7f.300x169o.f92c93a4fe53.jpeg,"Sep 30, 2014, 1:00:23 PM"
branabus,https://www.chess.com/member/branabus,General,https://www.chess.com/article/view/general,"
                  These are just some general things... for beginners! 
Make your plan but if circumstances change, formulate another quick! Don't continue, for example, building a pawn formation if the enemy is moving his pieces to attack your king. 
Don't panic! ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
energia,https://www.chess.com/member/energia,A Library of Positional Pictures,https://www.chess.com/article/view/a-library-of-positional-pictures,"
                                  Two years ago I spent the summer in Ukraine, a chess Mecca, took chess lessons, played a couple of tournaments. In theory I know many methods that are designed to improve your chess, but in practice I hardly ever put any of them to...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
SWRR2009,https://www.chess.com/member/swrr2009,TEST YOUR CHESS: SICILIAN DRAGON,https://www.chess.com/article/view/test-your-chess-sicilian-dragon,"
                  Hi guys, you know the rules to predicting these games, stop when you hit the highlighted portions and answer before moving on. Take all the time you want and good luck! 
  
  
  
Almasi,Zoltan - Watson,William N 
German Bundesliga, 1995 
  
1.e4 c...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
TigerGenov,https://www.chess.com/member/tigergenov,Importance of Tactics,https://www.chess.com/article/view/importance-pf-tactis,"
                  Since tactics are the most entertaining and important part of chess, it comes as no surprise that there have been many books written about them. This site—which amounts to another book, and not a short one—thus requires a few words of justificatio...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
Gserper,https://www.chess.com/member/gserper,Test Your Stalemate Skills!,https://www.chess.com/article/view/test-your-stalemate-skills,"
                  During the past several weeks we had a big discussion about stalemate. I hope from now on you won't allow your opponent to miraculously escape when you are winning and also won't miss your last chance to save the game when you are losing. Tod...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
pfren,https://www.chess.com/member/pfren,Danish cracker,https://www.chess.com/article/view/danish-cracker,"
                  The Danish Gambit is one of those daring 19th century openings that has inspired many amateur players. White gets a considerable lead in development at the cost of a couple of pawns. 
In such cases Black must be careful, of course, but here I feel...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
Coach-Bill,https://www.chess.com/member/coach-bill,Gain 100+ rating points quickly and start improving your chess,https://www.chess.com/article/view/gain-100-rating-points-quickly-and-start-improving-your-chess,"
                  Having been a chess master since 1981 my goal is to give back to the chess community everything I possibly can. I wish to share all my knowledge and enjoyment of chess with the world. You will be able to take the knowledge my simple teaching offer...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/15114.9781ce7f.300x169o.f92c93a4fe53.jpeg,"Sep 30, 2014, 1:00:23 PM"
Gserper,https://www.chess.com/member/gserper,The Art of Doing Nothing,https://www.chess.com/article/view/the-art-of-doing-nothing,"
                  I cannot tell you, my dear readers, how many times I've had this conversation with my younger students while we analyze their games: 
""What did you try to accomplish with your last move?"" 
""Nothing!"" 
""Then why did you play it?"" 
""I don't know...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/15114.9781ce7f.300x169o.f92c93a4fe53.jpeg,"Sep 30, 2014, 1:00:23 PM"
branabus,https://www.chess.com/member/branabus,Minefield,https://www.chess.com/article/view/minefield,"
                  A fairly common tactic, probably other articles on it, but even so... 
 
You put your pawns so they are supporting each other, as shown in the diagram. The opponent can only go on black squares, so make sure you have them well covered, otherwise a...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
menofsticks,https://www.chess.com/member/menofsticks,"Video Review: Roman's Lab, Volume 1",https://www.chess.com/article/view/video-review-romans-lab-volume-1,"
                  Freaky fast forward, Batman!  Danger, Will Robinson!  And as Chessmaster is wont to say while analyzing my chess games, “Yikes!”By the time I had finished watching the first volume of Roman’s Lab I was all geared up to ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
vbhat,https://www.chess.com/member/vbhat,Not All Draws Are Boring,https://www.chess.com/article/view/not-all-draws-are-boring,"
                  Before playing in the Montreal International this fall, I spent a good amount of time studying strong GM games (usually Kasparov games) and middlegames, but I also spent some time reviewing some technical endgames and my openings. 
For such a stro...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
energia,https://www.chess.com/member/energia,A Player's Perspective,https://www.chess.com/article/view/a-players-perspective,"
                  I just came back from the US Women’s Championship and want to share with you my impressions as well as chess game fragments. First of all, I would like to thank all the chess.com fans who were rooting for me during the Championship; it is amazing ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
Silman,https://www.chess.com/member/silman,"Emanuel Lasker, Tactical Monster - Part 4",https://www.chess.com/article/view/emanuel-lasker-tactical-monster-part-4,"
                  In this series, and especially in this particular article, I’m trying to instill a love of chess history with Chess.com members. For those who simply don’t like to read, or those who hate chess history, just go right to the puzzles. Ho...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
FM_Eric_Schiller,https://www.chess.com/member/fm_eric_schiller,New Chess Openings,https://www.chess.com/article/view/new-chess-openings,"
                  In the course of updating the Caxton Named Opening list I have been reading both the New in Chess Yearbooks and SOS series. Opening novelties are not dead. New ideas have been aided by computer tools, which have also rescued many obscure old ideas...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
News,https://www.chess.com/member/news,Principles in the King's Gambit,https://www.chess.com/article/view/principles-in-the-kings-gambit,"
                  This is a quick guide to a video series. 
This series by IM Pruess, designed for intermediate (1300-1700 USCF) players, teaches about: 

the key opening principles
how to use them to guide your opening play
how to balance and compare them to ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
Silman,https://www.chess.com/member/silman,Identical Twins: the KIA and the London System,https://www.chess.com/article/view/identical-twins-the-kia-and-the-london-system,"
                  Here is a game I played in a G/60 tournament on 9/24/11. This game is the third of a four round tournament. Both my opponent and I have one point and need to win to have a chance of doing something in the fourth round. I am playing white...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
DanielNaroditsky,https://www.chess.com/member/danielnaroditsky,Positional Combinations,https://www.chess.com/article/view/positional-combinations,"
                  I will begin by affirming that the title of this article is deliberately oxymoronic. According to David Hooper and Kenneth Whyld's The Oxford Companion to Chess (Oxford: Oxford University Press, 1984), a combination is ""a series of forci...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/15114.9781ce7f.300x169o.f92c93a4fe53.jpeg,"Sep 30, 2014, 1:00:23 PM"
Galion,https://www.chess.com/member/galion,Legals mate,https://www.chess.com/article/view/queen-sacrifice,"
                   
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
timepass,https://www.chess.com/member/timepass,How not to win a game?,https://www.chess.com/article/view/how-not-to-win-a-game,"
                  Hi, I wish to share with you my analysis of some of the games I have played in this site.  The first of my analysis, is where I have played as black and there were ample opportunities for white to win, though in the end white lost.  I am...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
vbhat,https://www.chess.com/member/vbhat,The Battering Ram,https://www.chess.com/article/view/the-battering-ram,"
                  One of the main ways to combat the Stonewall Defense is to break down Black's strong central pawn chain with f2-f3 and then e2-e4. Assuming there are pawns on c4 and d4, the pressure on d5 will likely force some action, leaving the e6-pawn weak in...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
Gserper,https://www.chess.com/member/gserper,It's a Miracle! Part 4,https://www.chess.com/article/view/its-a-miracle-part-4,"
                  Last week we discussed a very important role of a stalemate in many endgames. Believe me or not, but a stalemate can be very useful in openings too. Say, you want a draw and your opponent doesn't mind too, but the pesky Sofia rule doesn't allow yo...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
Silman,https://www.chess.com/member/silman,"Emanuel Lasker, Tactical Monster - Part 3",https://www.chess.com/article/view/emanuel-lasker-tactical-monster-pt-3,"
                  In Part 2 of this series I pointed out that Lasker’s tactics are a bit different than tactics by Tal or Kasparov or Alekhine. In fact, when you take a long look at Lasker’s games, you realize that tactics is the fuel that drives all hi...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
IM_JeroenBosch,https://www.chess.com/member/im_jeroenbosch,"SOS - Secrets of Opening Surprises, March 2012",https://www.chess.com/article/view/sos---secrets-of-opening-surprises5,"
                  No time to study opening theory? Shock your opponent with an SOS! With an SOS you deviate early (usually before move 6!) from regular lines in mainstream openings. So you will reach positions you have actually studied without having memorized...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
IM_JeroenBosch,https://www.chess.com/member/im_jeroenbosch,SOS - Secrets of Opening Surprises,https://www.chess.com/article/view/sos---secrets-of-opening-surprises4,"
                  No time to study opening theory? Shock your opponent with an SOS! With an SOS you deviate early (usually before move 6!) from regular lines in mainstream openings. So you will reach positions you have actually studied without having memorized...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
Natalia_Pogonina,https://www.chess.com/member/natalia_pogonina,Brave Kings,https://www.chess.com/article/view/brave-kings,"
                  The king is the main piece in chess, and the central object in any player’s thoughts. How do I protect my own king and checkmate the opponent’s monarch? While being quite valuable, the king can’t boast being mobile enough to figh...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
Silman,https://www.chess.com/member/silman,Winning a Dead Won Game,https://www.chess.com/article/view/winning-a-dead-won-game,"
                  “I read Winning Chess Strategies and RAYC 4th Ed. this year and then decided to enter my first OTB tournament in 20 years: the 2011 U.S. Class Championship. 
 “GM Timur Gareev, at over 2700, was heading up the master section, while I was settling ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
menofsticks,https://www.chess.com/member/menofsticks,Book Review: The Immortal Game,https://www.chess.com/article/view/book-review-the-immortal-game,"
                  With a title like “The Immortal Game: A History Of Chess” you would think the subject of this book is pretty obvious.  Not quite, my friend.  Witness the subtitle, “Or How 32 Pieces On A Board Illuminated Our Understand...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
shuttlechess92,https://www.chess.com/member/shuttlechess92,King's Indian Defense,https://www.chess.com/article/view/kings-indian-defense,"
                  For those interested in using the KID: 
  
The KID (king's indian defense) is one of the most dynamic openings for black in response to 1. d4.  It starts with the odd 1... Nf6, at first allowing white to grab control of the center, bef...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
likesforests,https://www.chess.com/member/likesforests,Perfect Score in U1600,https://www.chess.com/article/view/perfect-score-in-u1600,"
                  
I played down in the U1600 section at a tournament this month and walked away with a perfect score. It amazes me when a beginner trying to improve studies advanced books like Art of Attack but neglects mastering basic tactics. Castles made of sa...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
PavleKosic,https://www.chess.com/member/pavlekosic,Basic Budapest gambit idea,https://www.chess.com/article/view/basic-budapest-gambit-idea,"
                  Hi everyone, this is my first article after a long time and like the previus ones this is written for guys with rating around 1800-1900. This article have a purpose to familiar you with some basic structure which arise from Budapest gambit. I play...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
energia,https://www.chess.com/member/energia,US Women's Championship Preview,https://www.chess.com/article/view/in-this-article-i-would-like-to-give-my-thoughts-on-a-given-subject-matter-i-warn-you-in-advance-th,"
                  In this article I would like to give my thoughts on an important subject matter, but I warn you in advance there are no chess positions; I took a so- called chess break. I hope the reader will forgive me…   
Today, I woke up in the middle of the n...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
Gserper,https://www.chess.com/member/gserper,It's a Miracle! Part 3,https://www.chess.com/article/view/its-a-miracle-part-3,"
                  Stalemate is a vital part of many theoretical endgames. For example the whole defensive mechanism in such a basic position as king and pawn vs. king is based on a stalemate: 
Image: Thoughts from the Line 






Here is a bunch of imp...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
Silman,https://www.chess.com/member/silman,"Emanuel Lasker, Tactical Monster - Part 2",https://www.chess.com/article/view/emanuel-lasker-tactical-monster-pt-2,"
                  In Part 1 of my series about Emanuel Lasker’s tactical prowess, I mentioned his various chess skills and how many aren’t aware of his outstanding tactical abilities. What I didn’t clearly point out was the general nature of his t...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
IM_JeroenBosch,https://www.chess.com/member/im_jeroenbosch,SOS - Secrets of Opening Surprises,https://www.chess.com/article/view/sos---secrets-of-opening-surprises3,"
                  No time to study opening theory? Shock your opponent with an SOS! With an SOS you deviate early (usually before move 6!) from regular lines in mainstream openings. So you will reach positions you have actually studied without having memorized...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
IM_JeroenBosch,https://www.chess.com/member/im_jeroenbosch,SOS - Secrets of Opening Surprises,https://www.chess.com/article/view/sos---secrets-of-opening-surprises2,"
                  No time to study opening theory? Shock your opponent with an SOS! With an SOS you deviate early (usually before move 6!) from regular lines in mainstream openings. So you will reach positions you have actually studied without having memorized...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
energia,https://www.chess.com/member/energia,Keep it Together,https://www.chess.com/article/view/keep-it-together,"
                  For the past few weeks we were busy exploring opposite-colored bishop endgames with other material present on the board. Today I will deviate from the topic by showing you my recent endgame experience from a tournament in Las Vegas. I cannot call ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12110.e05f8ce7.300x169o.784b78b7526f.jpg,"Jan 13, 2012, 4:05:47 PM"
Silman,https://www.chess.com/member/silman,Philidor's Ghost Is Alive and Well,https://www.chess.com/article/view/philidors-ghost,"
                  Vivasyriaa (1651) – JoLou77USA (1259), chess.com 2011 
1.e4 e5 2.Nf3 d6  
Ah, the Philidor Defense! There's a lot more to this interesting opening than most realize. 
3.d4 Nf6 
Gambit lovers occasionally try 3…f5. 
 
  
&n...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
Silman,https://www.chess.com/member/silman,Cultivating a Positive Attitude,https://www.chess.com/article/view/cultivating-a-positive-attitude,"
                  2000 – 1900, Kolty Merope 2011 [A00a] 
1.d4 d5 2.e4 e6  
1900 said: “Instead of playing into a Blackmar-Diemer Gambit, I chose to transform the structure into a French Defense, with which I have more experience.”&nbsp...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
menofsticks,https://www.chess.com/member/menofsticks,Book Review: Winning Chess Endings,https://www.chess.com/article/view/book-review-winning-chess-endings,"
                  Raise your hand if you hate playing the endgame.  That’s what I thought; I’m not alone.  OK, well, “hate” might be a bit strong, but maybe “dread” is a better term.  Nothing about chess is easy, b...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
fgm351,https://www.chess.com/member/fgm351,what to do in your first tournament,https://www.chess.com/article/view/what-to-do-in-your-first-tournament,"
                  First, try to find somebody who had been in a tournament before to help you out. If not, follow these instructions: 

Go to the appropriate section's pairings, then find your board number
When the TD (tournament director) says you can begin you...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
vbhat,https://www.chess.com/member/vbhat,How Not to Play for a Draw,https://www.chess.com/article/view/playing-for-a-draw,"
                  After the Bacrot game from the 4th round that I went over last week, I had the white pieces against Tiviakov. This was maybe my best game of the event, but in light of my upcoming event in Texas (the SPICE Cup, group B), I didn't quite have enough...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/11096.7ddd5888.300x169o.c2f97670b757.jpg,"Apr 6, 2010, 12:00:00 AM"
Gserper,https://www.chess.com/member/gserper,It's a Miracle! Part 2,https://www.chess.com/article/view/its-a-miracle-part-two,"
                  Last week we saw violent outbreaks of stalematis in the games of Kasparov and Reshevsky. One of the most curious cases of this infectious disease happened in the games of another famous world class player, Mikhail Chigorin. Look at the position th...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
FM_Eric_Schiller,https://www.chess.com/member/fm_eric_schiller,Updating the From Gambit: Lines with 5.d4 and 3. Nf3,https://www.chess.com/article/view/updating-the-from-gambit-lines-with-5d4-and-3-nf3,"
                  We contintue our exploration of the From Gambit. 
  

  
 

                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
FM_Eric_Schiller,https://www.chess.com/member/fm_eric_schiller,Updating the From Gambi: Main lines with 5.g3,https://www.chess.com/article/view/updating-the-from-gambi-main-lines-with-5g3,"
                  The From Gambit (1.f4 e5) is an exciting reply to Bird's Opening. I wrote a book about it in the early 1990s but a lot has hapened since then so here is an update. This article covers the main lines with 5.ge. 
 

 

                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
energia,https://www.chess.com/member/energia,The Rook and Bishop Fight Against an Advanced Pawn,https://www.chess.com/article/view/the-fight-against-advanced-pawn-rb,"
                  Today we will look at rook and bishop endgames where the bishops are of opposite color and where one side has a passed pawn. We will explore attacking and defensive strategies by examining three examples. The complexity of the examples increases f...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12110.e05f8ce7.300x169o.784b78b7526f.jpg,"Jan 13, 2012, 4:05:47 PM"
energia,https://www.chess.com/member/energia,"The Creaking, Squeaking f2-Square",https://www.chess.com/article/view/cracking-squeaking-f2--square,"
                  A rook and a bishop is a powerful combination. If their joined force hits a weak point the defending side might find it hard to defend, especially if the weak point is located around the king. A very typical pawn structure arising from many openin...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12110.e05f8ce7.300x169o.784b78b7526f.jpg,"Jan 13, 2012, 4:05:47 PM"
Silman,https://www.chess.com/member/silman,"Return of the Blunder Gland, Part Two",https://www.chess.com/article/view/return-of-the-blunder-gland-part-two,"
                  checkmateibeatu (1200) vs. jetfighter13 (1130), friendly game, chess.com 2011 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 
 
  
  
  
  
  
  
  
  
  
  
  
  
  
  
jetfighter13 said – “White has an impressive center built up, my goal is the same a...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
benws,https://www.chess.com/member/benws,Royal Succession,https://www.chess.com/article/view/royal-succession,"
                  This must be one of the craziest chess games ever played. 
This is not a typical Maroczy game, as he and Forgacs duke it out with one wild, unpredictable move after the other. Even the uncommon opening (ten straight pawn moves!?) is notable. 
Here...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
menofsticks,https://www.chess.com/member/menofsticks,Video Review: PRO CHESS,https://www.chess.com/article/view/video-review-pro-chess,"
                  If you’ve been keeping up with my various chess ramblings here on Chess.com, you know I’m pretty much up to my eyeballs with Seirawan books.  I hadn’t really considered the notion that there might be a Seirawan teaching vide...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
Gserper,https://www.chess.com/member/gserper,It's a Miracle!,https://www.chess.com/article/view/its-a-miracle,"
                  Imagine a chess position where you have almost your whole army and your opponent has just a lonely king. The game is practically over and yet he just keeps playing. Even if you blunder some of your pieces and pawns, there is still no chance for hi...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
Silman,https://www.chess.com/member/silman,"Emanuel Lasker, Tactical Monster - Part 1",https://www.chess.com/article/view/emanuel-lasker-tactical-monster,"
                  In general, when one asks what any World Champion’s strengths were/are, it’s fairly easy to give a somewhat educated answer. Steinitz: the first master of positional chess. Alekhine: dynamic, combinative genius. Capablanca: endgame mas...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13982.3a642d71.300x169o.d287b84f16d6.jpeg,"Dec 17, 2013, 8:23:09 AM"
FM_Eric_Schiller,https://www.chess.com/member/fm_eric_schiller,"Megatheory 16: Spanish Closed: Zaitsev [Event ""Analysis""] [Site ""Mountain View""]",https://www.chess.com/article/view/megatheory-16-spanish-closed-zaitsev-event-quotanalysisquot-site-quotmountain-viewquot,"
                  


The aitsev Variation of the Closed Ruy has been played over 8000 times and the theory runs very deep. Here is a look at the main lines. 
  

  
  




 
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
energia,https://www.chess.com/member/energia,"QGA - Hard to Lose, Even Harder to Win.",https://www.chess.com/article/view/qga---hard-to-lose-even-harder-to-win,"
                  Today we will look at an opening-endgame transition resulting from the Queen's Gambit Accepted (QGA). We will see the analysis of three games, the first one being from my game a few years ago. In this opening it is usually white who chooses to go ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12110.e05f8ce7.300x169o.784b78b7526f.jpg,"Jan 13, 2012, 4:05:47 PM"
Silman,https://www.chess.com/member/silman,Countdown to Mate,https://www.chess.com/article/view/countdown-to-mate,"
                  MB said: “I have a game for your consideration. Lately I have been “playing up” in chess tournaments, trying to raise my own rating or at least learn from the better competition. I often find myself with a small advantage, but one that I’ve paid f...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
menofsticks,https://www.chess.com/member/menofsticks,Book Review: Modern Ideas,https://www.chess.com/article/view/book-review-modern-ideas,"
                  The full title of this book by I. A. Horowitz is “Modern Ideas In The Chess Openings, ” but that is way too long for this review’s title, so we’ll just call it “Modern Ideas,” shall we?  In this case, you c...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/user/1566662.ce9e11f3.300x169o.f386524ee146.gif,"Oct 28, 2008, 2:57:33 PM"
IM_JeroenBosch,https://www.chess.com/member/im_jeroenbosch,SOS - Secrets of Opening Surprises,https://www.chess.com/article/view/sos---secrets-of-opening-surprises,"
                  No time to study opening theory? Shock your opponent with an SOS! With an SOS you deviate early (usually before move 6!) from regular lines in mainstream openings. So you will reach positions you have actually studied without having memorized tons...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12654.699c36fe.300x169o.3fae08ee2c9b.jpg,"Jul 28, 2012, 7:04:10 PM"
energia,https://www.chess.com/member/energia,A Visit from the Queenless Squad,https://www.chess.com/article/view/a-visit-from-the-queenless-squad,"
                  Suppose you play a lower-rated opponent and the game steers into an endgame right away. This can be due to you trying to outplay your less-experienced opponent and prove that your endgames skills are worthy or due to your lower- rated opponent try...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12110.e05f8ce7.300x169o.784b78b7526f.jpg,"Jan 13, 2012, 4:05:47 PM"
energia,https://www.chess.com/member/energia,Busted Bishop,https://www.chess.com/article/view/busted-bishop,"
                  Today we will look at a game where the transition from opening to endgame did not go well for one side. White ended up with a busted bishop on b3 with no prospect of activating it due to doubled c-pawns. As a few probably guessed by now, the game ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12110.e05f8ce7.300x169o.784b78b7526f.jpg,"Jan 13, 2012, 4:05:47 PM"
Silman,https://www.chess.com/member/silman,Son of Nimzovich,https://www.chess.com/article/view/son-of-nimzovich,"
                  xombie said, “I aim for a restraint formation to prevent black’s development and park on the light squares, following which some tactics emerge in the form of a pawn break and a knight sacrifice. Black’s pieces are too slow to pr...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/12130.932bc1ed.300x169o.14a3fe43941b.jpg,"Feb 8, 2012, 9:09:17 AM"
